millis,stamp,datetime,accX,accY,accZ,gyroX,gyroY,gyroZ,compX,compY,compZ
771909, 4024639854, "2097/7/14 11:30:54",  -196,  52,  1002,  2,  4,  0,  16,  15,  -39
772109, 4024639855, "2097/7/14 11:30:55",  -163,  63,  1005,  4,  6,  1,  18,  15,  -38
772310, 4024639855, "2097/7/14 11:30:55",  -188,  48,  1008,  4,  5,  1,  17,  15,  -37
772510, 4024639855, "2097/7/14 11:30:55",  -209,  60,  1012,  3,  2,  1,  18,  14,  -37
772710, 4024639855, "2097/7/14 11:30:55",  -212,  93,  1011,  2,  -2,  1,  18,  13,  -35
772910, 4024639855, "2097/7/14 11:30:55",  -152,  111,  1025,  1,  -6,  0,  19,  14,  -37
773110, 4024639856, "2097/7/14 11:30:56",  -142,  62,  1008,  -2,  -8,  -1,  18,  14,  -38
773310, 4024639856, "2097/7/14 11:30:56",  -133,  61,  990,  -5,  -8,  0,  17,  13,  -38
773510, 4024639856, "2097/7/14 11:30:56",  -97,  46,  971,  -5,  -5,  -1,  17,  15,  -40
773710, 4024639856, "2097/7/14 11:30:56",  -82,  55,  980,  -1,  -3,  -1,  16,  14,  -38
773910, 4024639856, "2097/7/14 11:30:56",  -105,  49,  964,  3,  -1,  -1,  16,  12,  -37
774110, 4024639857, "2097/7/14 11:30:57",  -111,  61,  946,  3,  -1,  0,  16,  13,  -39
774310, 4024639857, "2097/7/14 11:30:57",  -178,  85,  931,  1,  0,  -1,  15,  14,  -39
774510, 4024639857, "2097/7/14 11:30:57",  -161,  83,  929,  -2,  1,  -2,  16,  13,  -38
774710, 4024639857, "2097/7/14 11:30:57",  -112,  72,  948,  -4,  2,  -2,  17,  14,  -38
774910, 4024639857, "2097/7/14 11:30:57",  -83,  70,  971,  -6,  1,  -2,  18,  12,  -39
775110, 4024639858, "2097/7/14 11:30:58",  -52,  29,  996,  -6,  2,  -1,  18,  15,  -37
775310, 4024639858, "2097/7/14 11:30:58",  -104,  48,  1000,  -5,  0,  -1,  18,  15,  -38
775510, 4024639858, "2097/7/14 11:30:58",  -144,  26,  1020,  0,  -2,  0,  19,  16,  -37
775710, 4024639858, "2097/7/14 11:30:58",  -132,  26,  1021,  5,  -3,  1,  17,  15,  -37
775910, 4024639858, "2097/7/14 11:30:58",  -108,  32,  993,  7,  -3,  0,  17,  14,  -39
776110, 4024639859, "2097/7/14 11:30:59",  -114,  109,  1000,  6,  -3,  0,  17,  14,  -36
776310, 4024639859, "2097/7/14 11:30:59",  -120,  115,  990,  2,  -2,  -1,  17,  13,  -37
776510, 4024639859, "2097/7/14 11:30:59",  -87,  96,  994,  -2,  -1,  -1,  17,  12,  -38
776710, 4024639859, "2097/7/14 11:30:59",  -91,  76,  1021,  -5,  -2,  -2,  17,  12,  -37
776910, 4024639859, "2097/7/14 11:30:59",  -96,  74,  985,  -4,  -1,  -2,  17,  14,  -39
777110, 4024639860, "2097/7/14 11:31:0",  -79,  51,  975,  -1,  0,  -1,  16,  13,  -37
777310, 4024639860, "2097/7/14 11:31:0",  -42,  15,  967,  3,  0,  -1,  17,  14,  -38
777510, 4024639860, "2097/7/14 11:31:0",  -41,  -15,  1019,  4,  1,  0,  17,  12,  -37
777710, 4024639860, "2097/7/14 11:31:0",  -52,  44,  1006,  3,  2,  0,  17,  14,  -38
777910, 4024639860, "2097/7/14 11:31:0",  -119,  89,  1008,  1,  -1,  0,  18,  13,  -37
778110, 4024639861, "2097/7/14 11:31:1",  -78,  67,  1022,  -1,  0,  0,  18,  13,  -39
778310, 4024639861, "2097/7/14 11:31:1",  -117,  31,  1021,  -2,  0,  1,  17,  13,  -39
778510, 4024639861, "2097/7/14 11:31:1",  -45,  20,  986,  -1,  1,  1,  17,  14,  -39
778710, 4024639861, "2097/7/14 11:31:1",  -64,  46,  962,  2,  0,  0,  16,  12,  -37
778910, 4024639861, "2097/7/14 11:31:1",  -76,  57,  974,  3,  -1,  -1,  18,  11,  -38
779110, 4024639862, "2097/7/14 11:31:2",  -110,  89,  948,  0,  0,  -1,  17,  12,  -37
779310, 4024639862, "2097/7/14 11:31:2",  -84,  97,  947,  -4,  1,  -2,  17,  14,  -36
779510, 4024639862, "2097/7/14 11:31:2",  -61,  75,  963,  -6,  1,  -1,  17,  12,  -37
779710, 4024639862, "2097/7/14 11:31:2",  -79,  25,  951,  -6,  1,  -1,  18,  14,  -38
779910, 4024639862, "2097/7/14 11:31:2",  -62,  -29,  993,  -5,  0,  0,  18,  14,  -38
780110, 4024639863, "2097/7/14 11:31:3",  -63,  21,  986,  -1,  -2,  0,  17,  14,  -39
780310, 4024639863, "2097/7/14 11:31:3",  -55,  27,  1024,  2,  -3,  -1,  17,  14,  -38
780510, 4024639863, "2097/7/14 11:31:3",  -85,  35,  969,  4,  -2,  0,  16,  13,  -38
780710, 4024639863, "2097/7/14 11:31:3",  -35,  19,  999,  3,  -1,  0,  16,  14,  -38
780910, 4024639863, "2097/7/14 11:31:3",  -164,  76,  1006,  2,  1,  -1,  17,  13,  -39
781110, 4024639864, "2097/7/14 11:31:4",  -81,  74,  1000,  1,  3,  -2,  17,  14,  -37
781310, 4024639864, "2097/7/14 11:31:4",  -39,  34,  1005,  1,  4,  -1,  16,  13,  -38
781510, 4024639864, "2097/7/14 11:31:4",  -106,  -24,  992,  2,  3,  0,  17,  13,  -38
781710, 4024639864, "2097/7/14 11:31:4",  -83,  -3,  1040,  3,  3,  1,  18,  12,  -37
781910, 4024639864, "2097/7/14 11:31:4",  -49,  27,  1044,  4,  1,  0,  17,  11,  -38
782110, 4024639865, "2097/7/14 11:31:5",  -129,  71,  984,  5,  0,  1,  17,  12,  -37
782310, 4024639865, "2097/7/14 11:31:5",  -74,  45,  1018,  2,  -1,  2,  18,  10,  -37
782510, 4024639865, "2097/7/14 11:31:5",  -70,  73,  973,  -2,  -1,  0,  17,  11,  -37
782710, 4024639865, "2097/7/14 11:31:5",  -86,  56,  957,  -5,  -1,  0,  17,  10,  -37
782910, 4024639865, "2097/7/14 11:31:5",  -157,  61,  967,  -7,  0,  -1,  17,  11,  -37
783110, 4024639866, "2097/7/14 11:31:6",  -111,  54,  915,  -8,  0,  -1,  17,  13,  -37
783310, 4024639866, "2097/7/14 11:31:6",  -136,  28,  972,  -7,  0,  -2,  17,  13,  -38
783510, 4024639866, "2097/7/14 11:31:6",  -111,  42,  954,  -1,  -1,  -1,  16,  14,  -39
783710, 4024639866, "2097/7/14 11:31:6",  -120,  41,  959,  4,  -1,  0,  16,  14,  -39
783910, 4024639866, "2097/7/14 11:31:6",  -179,  55,  985,  7,  0,  0,  16,  14,  -39
784110, 4024639867, "2097/7/14 11:31:7",  -172,  76,  1012,  5,  2,  0,  16,  14,  -37
784310, 4024639867, "2097/7/14 11:31:7",  -171,  115,  1039,  2,  3,  0,  16,  13,  -37
784510, 4024639867, "2097/7/14 11:31:7",  -183,  107,  1040,  -2,  3,  -1,  18,  12,  -38
784710, 4024639867, "2097/7/14 11:31:7",  -186,  52,  1051,  -3,  1,  -1,  17,  13,  -37
784910, 4024639867, "2097/7/14 11:31:7",  -195,  57,  1025,  -2,  -1,  0,  17,  13,  -38
785110, 4024639868, "2097/7/14 11:31:8",  -192,  62,  1009,  2,  -2,  1,  16,  15,  -39
785310, 4024639868, "2097/7/14 11:31:8",  -164,  72,  978,  6,  -1,  1,  17,  12,  -39
785510, 4024639868, "2097/7/14 11:31:8",  -145,  77,  996,  8,  0,  1,  17,  13,  -38
785710, 4024639868, "2097/7/14 11:31:8",  -138,  96,  1005,  4,  3,  0,  16,  10,  -37
785910, 4024639868, "2097/7/14 11:31:8",  -163,  115,  1000,  -2,  3,  0,  16,  11,  -38
786110, 4024639869, "2097/7/14 11:31:9",  -187,  83,  1040,  -8,  3,  -1,  17,  11,  -38
786310, 4024639869, "2097/7/14 11:31:9",  -184,  52,  1003,  -9,  0,  -1,  19,  13,  -39
786510, 4024639869, "2097/7/14 11:31:9",  -143,  -3,  990,  -4,  -1,  0,  17,  14,  -39
786710, 4024639869, "2097/7/14 11:31:9",  -128,  17,  1011,  4,  -3,  1,  17,  14,  -38
786910, 4024639869, "2097/7/14 11:31:9",  -80,  54,  966,  9,  -3,  1,  16,  13,  -39
787110, 4024639870, "2097/7/14 11:31:10",  -86,  79,  978,  8,  -1,  1,  16,  11,  -39
