millis,stamp,datetime,accX,accY,accZ,gyroX,gyroY,gyroZ,compX,compY,compZ
410613, 4024639493, "2097/7/14 11:24:53",  -146,  19,  1003,  -3,  3,  2,  -1,  -6,  -39
410813, 4024639493, "2097/7/14 11:24:53",  -96,  32,  1001,  -2,  -1,  2,  0,  -3,  -37
411013, 4024639493, "2097/7/14 11:24:53",  -186,  48,  987,  -4,  -2,  3,  -1,  -5,  -39
411213, 4024639493, "2097/7/14 11:24:53",  -127,  19,  1026,  -3,  -1,  2,  -1,  -5,  -39
411413, 4024639494, "2097/7/14 11:24:54",  -83,  -13,  1007,  -1,  -4,  2,  0,  -4,  -38
411613, 4024639494, "2097/7/14 11:24:54",  -171,  30,  946,  3,  -4,  3,  -1,  -4,  -40
411813, 4024639494, "2097/7/14 11:24:54",  -147,  17,  999,  2,  -1,  3,  -3,  -6,  -39
412013, 4024639494, "2097/7/14 11:24:54",  -81,  31,  1029,  2,  1,  2,  -3,  -6,  -39
412213, 4024639494, "2097/7/14 11:24:54",  -106,  46,  994,  0,  1,  2,  -2,  -8,  -38
412413, 4024639495, "2097/7/14 11:24:55",  -189,  45,  995,  -2,  2,  2,  -3,  -7,  -39
412613, 4024639495, "2097/7/14 11:24:55",  -65,  39,  1017,  -5,  2,  1,  -4,  -8,  -38
412813, 4024639495, "2097/7/14 11:24:55",  -161,  43,  973,  -5,  -1,  2,  -2,  -7,  -39
413014, 4024639495, "2097/7/14 11:24:55",  -169,  -20,  985,  -3,  1,  3,  -3,  -6,  -39
413214, 4024639495, "2097/7/14 11:24:55",  -90,  21,  991,  0,  -1,  2,  -2,  -5,  -40
413414, 4024639496, "2097/7/14 11:24:56",  -137,  27,  969,  3,  -3,  4,  -3,  -8,  -39
413614, 4024639496, "2097/7/14 11:24:56",  -181,  4,  965,  6,  -2,  4,  -4,  -5,  -39
413814, 4024639496, "2097/7/14 11:24:56",  -102,  18,  1030,  5,  1,  3,  -4,  -8,  -38
414014, 4024639496, "2097/7/14 11:24:56",  -198,  69,  1018,  2,  -3,  2,  -4,  -7,  -38
414214, 4024639496, "2097/7/14 11:24:56",  -160,  27,  1066,  -3,  0,  2,  -5,  -7,  -38
414414, 4024639497, "2097/7/14 11:24:57",  -88,  36,  1079,  -7,  -2,  0,  -5,  -7,  -40
414614, 4024639497, "2097/7/14 11:24:57",  -171,  17,  1018,  -6,  -4,  1,  -7,  -6,  -40
414814, 4024639497, "2097/7/14 11:24:57",  -170,  32,  972,  -1,  -4,  2,  -6,  -6,  -40
415014, 4024639497, "2097/7/14 11:24:57",  -146,  16,  935,  3,  -2,  3,  -7,  -5,  -39
415214, 4024639497, "2097/7/14 11:24:57",  -90,  7,  965,  4,  0,  3,  -8,  -7,  -40
415414, 4024639498, "2097/7/14 11:24:58",  -62,  17,  934,  4,  1,  2,  -7,  -6,  -39
415614, 4024639498, "2097/7/14 11:24:58",  -118,  49,  919,  2,  2,  3,  -7,  -7,  -38
415814, 4024639498, "2097/7/14 11:24:58",  -148,  23,  958,  0,  5,  4,  -7,  -8,  -38
416014, 4024639498, "2097/7/14 11:24:58",  -144,  86,  1008,  -3,  5,  3,  -6,  -8,  -38
416214, 4024639498, "2097/7/14 11:24:58",  -176,  90,  1006,  -4,  1,  2,  -7,  -7,  -38
416414, 4024639499, "2097/7/14 11:24:59",  -166,  29,  1008,  -2,  1,  3,  -6,  -6,  -39
416614, 4024639499, "2097/7/14 11:24:59",  -96,  7,  1024,  -1,  -1,  2,  -7,  -8,  -39
416814, 4024639499, "2097/7/14 11:24:59",  -112,  53,  988,  1,  -3,  3,  -9,  -8,  -39
417014, 4024639499, "2097/7/14 11:24:59",  -138,  42,  935,  2,  -1,  3,  -8,  -7,  -39
417214, 4024639499, "2097/7/14 11:24:59",  -115,  23,  938,  2,  3,  4,  -8,  -8,  -38
417414, 4024639500, "2097/7/14 11:25:0",  -84,  44,  993,  0,  3,  2,  -8,  -8,  -39
417614, 4024639500, "2097/7/14 11:25:0",  -134,  42,  1000,  0,  0,  4,  -8,  -8,  -39
417814, 4024639500, "2097/7/14 11:25:0",  -195,  62,  1023,  -1,  0,  5,  -7,  -9,  -41
418014, 4024639500, "2097/7/14 11:25:0",  -81,  36,  1024,  -1,  -2,  4,  -10,  -7,  -38
418214, 4024639500, "2097/7/14 11:25:0",  -190,  34,  975,  -1,  -4,  4,  -10,  -7,  -40
418414, 4024639501, "2097/7/14 11:25:1",  -144,  67,  971,  0,  -1,  4,  -10,  -7,  -39
418614, 4024639501, "2097/7/14 11:25:1",  -58,  49,  985,  0,  0,  3,  -10,  -8,  -40
418814, 4024639501, "2097/7/14 11:25:1",  -129,  23,  959,  -1,  2,  4,  -10,  -7,  -40
419014, 4024639501, "2097/7/14 11:25:1",  -178,  98,  1006,  0,  4,  4,  -11,  -6,  -40
419214, 4024639501, "2097/7/14 11:25:1",  -118,  20,  1045,  0,  2,  3,  -11,  -7,  -39
419414, 4024639502, "2097/7/14 11:25:2",  -113,  24,  1055,  0,  -3,  4,  -10,  -6,  -39
419614, 4024639502, "2097/7/14 11:25:2",  -65,  49,  1053,  -2,  -4,  3,  -12,  -8,  -40
419814, 4024639502, "2097/7/14 11:25:2",  -152,  54,  1000,  -4,  -4,  4,  -14,  -7,  -39
420014, 4024639502, "2097/7/14 11:25:2",  -38,  46,  979,  -4,  -2,  4,  -13,  -5,  -41
420214, 4024639502, "2097/7/14 11:25:2",  -131,  44,  886,  -2,  1,  5,  -15,  -5,  -40
420414, 4024639503, "2097/7/14 11:25:3",  -114,  49,  901,  2,  5,  5,  -14,  -5,  -39
420614, 4024639503, "2097/7/14 11:25:3",  -119,  55,  948,  5,  7,  5,  -12,  -7,  -40
420814, 4024639503, "2097/7/14 11:25:3",  -149,  4,  994,  5,  4,  5,  -13,  -8,  -40
421014, 4024639503, "2097/7/14 11:25:3",  -179,  55,  1052,  3,  1,  5,  -13,  -8,  -39
421214, 4024639503, "2097/7/14 11:25:3",  -178,  72,  1078,  0,  -3,  4,  -13,  -6,  -39
421414, 4024639504, "2097/7/14 11:25:4",  -177,  83,  1089,  -3,  -6,  4,  -15,  -7,  -39
421614, 4024639504, "2097/7/14 11:25:4",  -150,  111,  1056,  -7,  -6,  3,  -15,  -6,  -38
421814, 4024639504, "2097/7/14 11:25:4",  -2,  -105,  1107,  -8,  -3,  3,  -17,  -6,  -40
422014, 4024639504, "2097/7/14 11:25:4",  -175,  7,  971,  -5,  -2,  2,  -18,  -3,  -39
422214, 4024639504, "2097/7/14 11:25:4",  -75,  -1,  968,  2,  0,  2,  -18,  -4,  -40
422414, 4024639505, "2097/7/14 11:25:5",  -188,  0,  948,  3,  2,  3,  -20,  -4,  -39
422614, 4024639505, "2097/7/14 11:25:5",  -114,  34,  989,  7,  3,  3,  -18,  -5,  -39
422814, 4024639505, "2097/7/14 11:25:5",  -29,  40,  1017,  7,  0,  3,  -18,  -6,  -39
423014, 4024639505, "2097/7/14 11:25:5",  -205,  76,  999,  3,  -3,  3,  -20,  -7,  -38
423214, 4024639505, "2097/7/14 11:25:5",  -154,  75,  1025,  -2,  -1,  2,  -18,  -6,  -39
423414, 4024639506, "2097/7/14 11:25:6",  -202,  83,  1004,  -7,  -2,  2,  -20,  -5,  -38
423614, 4024639506, "2097/7/14 11:25:6",  -150,  89,  1008,  -10,  2,  1,  -19,  -5,  -39
423814, 4024639506, "2097/7/14 11:25:6",  -171,  43,  980,  -10,  0,  1,  -20,  -3,  -40
424014, 4024639506, "2097/7/14 11:25:6",  -163,  26,  941,  -5,  2,  3,  -19,  -2,  -40
424214, 4024639506, "2097/7/14 11:25:6",  -117,  52,  940,  1,  2,  4,  -18,  -1,  -39
424414, 4024639507, "2097/7/14 11:25:7",  -144,  65,  996,  4,  -2,  4,  -17,  -2,  -39
424614, 4024639507, "2097/7/14 11:25:7",  -185,  69,  975,  7,  -2,  6,  -20,  -2,  -40
424814, 4024639507, "2097/7/14 11:25:7",  -130,  72,  989,  7,  -1,  5,  -20,  -2,  -40
425014, 4024639507, "2097/7/14 11:25:7",  -207,  48,  991,  6,  -3,  5,  -21,  -4,  -38
425214, 4024639507, "2097/7/14 11:25:7",  -167,  78,  1038,  5,  -1,  4,  -20,  -5,  -38
425414, 4024639508, "2097/7/14 11:25:8",  -96,  91,  1018,  1,  -2,  2,  -19,  -5,  -38
425614, 4024639508, "2097/7/14 11:25:8",  -162,  122,  986,  -5,  0,  2,  -21,  -4,  -37
425814, 4024639508, "2097/7/14 11:25:8",  -61,  49,  1012,  -8,  -1,  2,  -22,  -3,  -39
426014, 4024639508, "2097/7/14 11:25:8",  -152,  81,  955,  -7,  -4,  2,  -22,  -3,  -39
426214, 4024639508, "2097/7/14 11:25:8",  -156,  114,  932,  -5,  0,  4,  -24,  -2,  -40
426414, 4024639509, "2097/7/14 11:25:9",  -128,  34,  946,  -3,  3,  5,  -22,  -2,  -40
426614, 4024639509, "2097/7/14 11:25:9",  -63,  -6,  967,  3,  5,  5,  -23,  -1,  -40
426814, 4024639509, "2097/7/14 11:25:9",  -188,  52,  956,  6,  4,  5,  -22,  0,  -40
427014, 4024639509, "2097/7/14 11:25:9",  -147,  102,  995,  5,  6,  5,  -22,  0,  -40
427214, 4024639509, "2097/7/14 11:25:9",  -58,  61,  1003,  3,  3,  5,  -21,  -3,  -40
427414, 4024639510, "2097/7/14 11:25:10",  -195,  52,  958,  3,  -2,  5,  -21,  -2,  -39
427614, 4024639510, "2097/7/14 11:25:10",  -161,  95,  993,  2,  -3,  4,  -24,  -2,  -39
427814, 4024639510, "2097/7/14 11:25:10",  -23,  103,  1017,  -1,  -4,  3,  -23,  -3,  -39
428014, 4024639510, "2097/7/14 11:25:10",  -177,  82,  965,  -4,  -3,  4,  -23,  -3,  -38
428214, 4024639510, "2097/7/14 11:25:10",  -148,  27,  980,  -3,  0,  3,  -25,  -1,  -40
428414, 4024639511, "2097/7/14 11:25:11",  -74,  43,  1000,  -2,  0,  3,  -24,  0,  -40
428614, 4024639511, "2097/7/14 11:25:11",  -176,  85,  931,  -2,  2,  4,  -25,  0,  -39
428814, 4024639511, "2097/7/14 11:25:11",  -177,  30,  916,  -1,  3,  5,  -25,  1,  -39
429014, 4024639511, "2097/7/14 11:25:11",  -103,  16,  997,  -3,  2,  4,  -24,  1,  -40
429214, 4024639511, "2097/7/14 11:25:11",  -189,  55,  950,  -1,  5,  5,  -25,  2,  -39
429414, 4024639512, "2097/7/14 11:25:12",  -119,  62,  1014,  1,  5,  5,  -24,  2,  -40
429614, 4024639512, "2097/7/14 11:25:12",  -61,  -8,  1043,  2,  3,  4,  -23,  3,  -41
429814, 4024639512, "2097/7/14 11:25:12",  -208,  24,  987,  3,  -2,  6,  -24,  3,  -41
430014, 4024639512, "2097/7/14 11:25:12",  -176,  81,  1025,  3,  -2,  5,  -23,  2,  -38
430214, 4024639512, "2097/7/14 11:25:12",  -59,  109,  1025,  -1,  -4,  4,  -24,  3,  -39
430414, 4024639513, "2097/7/14 11:25:13",  -209,  60,  974,  -5,  -8,  4,  -26,  3,  -40
430614, 4024639513, "2097/7/14 11:25:13",  -179,  33,  1039,  -5,  -6,  4,  -26,  3,  -40
430814, 4024639513, "2097/7/14 11:25:13",  -170,  56,  1021,  -3,  -6,  4,  -28,  5,  -40
431014, 4024639513, "2097/7/14 11:25:13",  -177,  86,  1001,  -1,  0,  5,  -28,  5,  -41
431214, 4024639513, "2097/7/14 11:25:13",  -114,  74,  1002,  1,  3,  4,  -28,  3,  -37
431414, 4024639514, "2097/7/14 11:25:14",  -162,  53,  1000,  2,  1,  3,  -26,  5,  -40
431614, 4024639514, "2097/7/14 11:25:14",  -186,  59,  939,  1,  3,  5,  -28,  6,  -38
431814, 4024639514, "2097/7/14 11:25:14",  -137,  99,  958,  -1,  5,  5,  -28,  5,  -40
432014, 4024639514, "2097/7/14 11:25:14",  -53,  1,  963,  -1,  4,  4,  -27,  6,  -40
432214, 4024639514, "2097/7/14 11:25:14",  -93,  14,  1019,  -1,  2,  4,  -28,  7,  -41
432414, 4024639515, "2097/7/14 11:25:15",  -189,  93,  973,  -1,  1,  6,  -26,  6,  -40
432614, 4024639515, "2097/7/14 11:25:15",  -148,  128,  1037,  -4,  1,  5,  -26,  7,  -41
432814, 4024639515, "2097/7/14 11:25:15",  -175,  66,  1027,  -6,  -4,  4,  -26,  8,  -40
433014, 4024639515, "2097/7/14 11:25:15",  -187,  8,  1055,  -5,  -3,  4,  -25,  9,  -40
433214, 4024639515, "2097/7/14 11:25:15",  -74,  29,  1036,  -2,  -5,  4,  -28,  10,  -40
433414, 4024639516, "2097/7/14 11:25:16",  -173,  88,  966,  0,  -3,  6,  -28,  10,  -40
433614, 4024639516, "2097/7/14 11:25:16",  -171,  65,  1039,  0,  0,  5,  -29,  10,  -39
433814, 4024639516, "2097/7/14 11:25:16",  -134,  45,  1013,  1,  0,  5,  -29,  12,  -42
434014, 4024639516, "2097/7/14 11:25:16",  -130,  61,  972,  2,  -3,  5,  -30,  11,  -39
434214, 4024639516, "2097/7/14 11:25:16",  -183,  58,  944,  3,  0,  5,  -27,  12,  -39
434414, 4024639517, "2097/7/14 11:25:17",  -51,  79,  1006,  0,  5,  4,  -29,  11,  -40
434614, 4024639517, "2097/7/14 11:25:17",  -115,  29,  1000,  -1,  4,  4,  -29,  12,  -39
434814, 4024639517, "2097/7/14 11:25:17",  -180,  74,  970,  -2,  4,  4,  -28,  14,  -40
435014, 4024639517, "2097/7/14 11:25:17",  -130,  74,  998,  -3,  4,  3,  -28,  14,  -41
435214, 4024639517, "2097/7/14 11:25:17",  -99,  3,  986,  -2,  0,  3,  -27,  15,  -41
435414, 4024639518, "2097/7/14 11:25:18",  -187,  31,  967,  0,  -2,  4,  -26,  15,  -42
435614, 4024639518, "2097/7/14 11:25:18",  -173,  71,  1016,  0,  -3,  4,  -27,  17,  -42
435814, 4024639518, "2097/7/14 11:25:18",  -121,  35,  966,  1,  -7,  3,  -29,  15,  -41
436014, 4024639518, "2097/7/14 11:25:18",  -183,  38,  955,  1,  -4,  5,  -28,  15,  -41
436214, 4024639518, "2097/7/14 11:25:18",  -109,  42,  960,  2,  -2,  4,  -29,  15,  -40
436414, 4024639519, "2097/7/14 11:25:19",  -95,  26,  975,  0,  -1,  3,  -28,  15,  -41
436614, 4024639519, "2097/7/14 11:25:19",  -164,  74,  937,  -1,  4,  3,  -28,  16,  -40
436814, 4024639519, "2097/7/14 11:25:19",  -129,  50,  1002,  -5,  7,  2,  -29,  17,  -41
437014, 4024639519, "2097/7/14 11:25:19",  -83,  -9,  1042,  -4,  6,  2,  -27,  18,  -40
437214, 4024639519, "2097/7/14 11:25:19",  -143,  51,  1038,  -3,  1,  2,  -27,  20,  -41
437414, 4024639520, "2097/7/14 11:25:20",  -201,  34,  1001,  -1,  1,  4,  -26,  19,  -41
437614, 4024639520, "2097/7/14 11:25:20",  -169,  44,  1025,  1,  -1,  3,  -27,  19,  -40
437814, 4024639520, "2097/7/14 11:25:20",  -56,  36,  1022,  2,  -4,  2,  -27,  20,  -42
438014, 4024639520, "2097/7/14 11:25:20",  -193,  46,  932,  2,  -6,  4,  -28,  20,  -41
438214, 4024639520, "2097/7/14 11:25:20",  -122,  13,  970,  5,  -5,  3,  -28,  19,  -40
438414, 4024639521, "2097/7/14 11:25:21",  -128,  45,  989,  4,  -6,  2,  -29,  17,  -41
438614, 4024639521, "2097/7/14 11:25:21",  -176,  68,  959,  1,  0,  2,  -29,  17,  -40
438814, 4024639521, "2097/7/14 11:25:21",  -158,  61,  965,  -2,  4,  2,  -29,  17,  -39
439014, 4024639521, "2097/7/14 11:25:21",  -124,  62,  997,  -3,  3,  2,  -29,  19,  -40
439214, 4024639521, "2097/7/14 11:25:21",  -186,  43,  956,  -4,  -2,  2,  -27,  20,  -40
439414, 4024639522, "2097/7/14 11:25:22",  -175,  40,  982,  -1,  -1,  3,  -28,  19,  -40
439614, 4024639522, "2097/7/14 11:25:22",  -49,  50,  999,  2,  -1,  3,  -28,  20,  -40
439814, 4024639522, "2097/7/14 11:25:22",  -202,  29,  994,  2,  -2,  3,  -29,  20,  -41
440014, 4024639522, "2097/7/14 11:25:22",  -186,  44,  1006,  2,  2,  3,  -27,  21,  -40
440214, 4024639522, "2097/7/14 11:25:22",  -144,  88,  1025,  -3,  2,  2,  -29,  20,  -40
440414, 4024639523, "2097/7/14 11:25:23",  -100,  21,  993,  -5,  0,  1,  -27,  21,  -40
440614, 4024639523, "2097/7/14 11:25:23",  -197,  39,  944,  -4,  -1,  2,  -29,  21,  -39
440814, 4024639523, "2097/7/14 11:25:23",  -170,  42,  962,  -1,  0,  2,  -27,  22,  -39
441014, 4024639523, "2097/7/14 11:25:23",  -62,  -14,  987,  3,  -2,  2,  -28,  23,  -41
441214, 4024639523, "2097/7/14 11:25:23",  -177,  36,  961,  5,  -5,  2,  -28,  23,  -39
441414, 4024639524, "2097/7/14 11:25:24",  -166,  41,  980,  4,  -1,  2,  -28,  23,  -39
441614, 4024639524, "2097/7/14 11:25:24",  -103,  46,  1005,  4,  1,  2,  -27,  18,  -41
441814, 4024639524, "2097/7/14 11:25:24",  -183,  69,  966,  -1,  1,  1,  -27,  20,  -39
442014, 4024639524, "2097/7/14 11:25:24",  -183,  70,  970,  -4,  3,  1,  -27,  21,  -40
442214, 4024639524, "2097/7/14 11:25:24",  -136,  46,  1014,  -6,  1,  0,  -29,  23,  -39
442414, 4024639525, "2097/7/14 11:25:25",  -41,  17,  1046,  -6,  0,  -1,  -29,  23,  -40
442614, 4024639525, "2097/7/14 11:25:25",  -197,  22,  996,  -2,  -1,  1,  -27,  24,  -42
442814, 4024639525, "2097/7/14 11:25:25",  -168,  26,  1028,  4,  1,  1,  -26,  24,  -41
443014, 4024639525, "2097/7/14 11:25:25",  -89,  58,  1031,  4,  1,  0,  -25,  23,  -39
443214, 4024639525, "2097/7/14 11:25:25",  -136,  56,  1021,  2,  -1,  0,  -27,  24,  -39
443414, 4024639526, "2097/7/14 11:25:26",  -181,  55,  990,  0,  -1,  2,  -26,  24,  -40
443614, 4024639526, "2097/7/14 11:25:26",  -89,  65,  998,  -1,  -1,  1,  -27,  22,  -40
443814, 4024639526, "2097/7/14 11:25:26",  -174,  55,  974,  -4,  -2,  0,  -26,  25,  -39
444014, 4024639526, "2097/7/14 11:25:26",  -162,  69,  963,  -3,  2,  1,  -27,  24,  -39
444214, 4024639526, "2097/7/14 11:25:26",  -123,  34,  1006,  0,  1,  0,  -25,  26,  -39
444414, 4024639527, "2097/7/14 11:25:27",  -180,  33,  1043,  2,  -3,  -1,  -25,  25,  -39
444614, 4024639527, "2097/7/14 11:25:27",  -180,  57,  933,  3,  -4,  1,  -28,  24,  -41
444814, 4024639527, "2097/7/14 11:25:27",  -150,  42,  949,  2,  0,  0,  -27,  24,  -40
445014, 4024639527, "2097/7/14 11:25:27",  -86,  44,  1008,  2,  1,  0,  -25,  24,  -40
445214, 4024639527, "2097/7/14 11:25:27",  -100,  44,  990,  0,  0,  -1,  -29,  24,  -39
445414, 4024639528, "2097/7/14 11:25:28",  -194,  57,  980,  -2,  1,  0,  -27,  22,  -39
445614, 4024639528, "2097/7/14 11:25:28",  -189,  61,  1089,  -1,  1,  -1,  -27,  23,  -40
445814, 4024639528, "2097/7/14 11:25:28",  -136,  90,  1034,  -3,  0,  -2,  -25,  24,  -39
446014, 4024639528, "2097/7/14 11:25:28",  -115,  25,  1050,  -3,  -2,  -2,  -26,  25,  -40
446214, 4024639528, "2097/7/14 11:25:28",  -199,  49,  983,  -2,  0,  -1,  -26,  25,  -40
446414, 4024639529, "2097/7/14 11:25:29",  -148,  46,  1044,  0,  4,  -1,  -26,  23,  -39
446614, 4024639529, "2097/7/14 11:25:29",  -87,  45,  1068,  0,  3,  -1,  -27,  24,  -38
446814, 4024639529, "2097/7/14 11:25:29",  -189,  58,  982,  -1,  1,  0,  -25,  25,  -41
447014, 4024639529, "2097/7/14 11:25:29",  -194,  71,  969,  -2,  -1,  0,  -26,  25,  -40
447214, 4024639529, "2097/7/14 11:25:29",  -118,  19,  975,  -1,  -4,  -1,  -26,  24,  -40
447414, 4024639530, "2097/7/14 11:25:30",  -167,  53,  926,  0,  -5,  0,  -26,  25,  -41
447614, 4024639530, "2097/7/14 11:25:30",  -107,  35,  942,  1,  -4,  -1,  -27,  24,  -41
447814, 4024639530, "2097/7/14 11:25:30",  -70,  -6,  998,  5,  -1,  -2,  -27,  24,  -42
448014, 4024639530, "2097/7/14 11:25:30",  -104,  79,  993,  5,  0,  -2,  -28,  24,  -40
448214, 4024639530, "2097/7/14 11:25:30",  -177,  49,  967,  4,  3,  -1,  -27,  21,  -40
448414, 4024639531, "2097/7/14 11:25:31",  -141,  76,  1012,  3,  3,  -1,  -26,  23,  -40
448614, 4024639531, "2097/7/14 11:25:31",  -121,  58,  1010,  0,  -1,  -2,  -27,  21,  -41
448814, 4024639531, "2097/7/14 11:25:31",  -178,  100,  985,  -4,  0,  -2,  -27,  22,  -40
449014, 4024639531, "2097/7/14 11:25:31",  -60,  53,  1037,  -7,  1,  -2,  -26,  23,  -40
449214, 4024639531, "2097/7/14 11:25:31",  -101,  33,  1038,  -6,  0,  -3,  -26,  22,  -40
449414, 4024639532, "2097/7/14 11:25:32",  -187,  48,  950,  -4,  1,  -2,  -27,  25,  -40
449614, 4024639532, "2097/7/14 11:25:32",  -156,  45,  972,  0,  2,  -2,  -24,  25,  -41
449814, 4024639532, "2097/7/14 11:25:32",  -146,  53,  982,  5,  -1,  -1,  -27,  24,  -40
450014, 4024639532, "2097/7/14 11:25:32",  -175,  37,  1023,  8,  -6,  -2,  -26,  22,  -38
450214, 4024639532, "2097/7/14 11:25:32",  -166,  90,  941,  8,  -8,  -1,  -28,  22,  -39
450414, 4024639533, "2097/7/14 11:25:33",  -166,  72,  923,  5,  -4,  0,  -27,  22,  -39
450614, 4024639533, "2097/7/14 11:25:33",  -81,  80,  995,  0,  0,  -1,  -29,  20,  -39
450814, 4024639533, "2097/7/14 11:25:33",  -96,  81,  1027,  -5,  1,  -3,  -29,  20,  -39
451014, 4024639533, "2097/7/14 11:25:33",  -187,  72,  977,  -9,  3,  -2,  -29,  23,  -40
451214, 4024639533, "2097/7/14 11:25:33",  -104,  11,  1008,  -7,  4,  -2,  -26,  23,  -40
451414, 4024639534, "2097/7/14 11:25:34",  -122,  16,  998,  -3,  1,  -1,  -27,  24,  -39
451614, 4024639534, "2097/7/14 11:25:34",  -182,  22,  944,  1,  0,  0,  -27,  24,  -40
451814, 4024639534, "2097/7/14 11:25:34",  -124,  20,  980,  6,  0,  0,  -27,  23,  -40
452014, 4024639534, "2097/7/14 11:25:34",  -101,  39,  1004,  8,  -2,  -2,  -27,  22,  -40
452214, 4024639534, "2097/7/14 11:25:34",  -160,  42,  957,  5,  -2,  -3,  -27,  21,  -39
452414, 4024639535, "2097/7/14 11:25:35",  -159,  60,  961,  2,  2,  -3,  -28,  20,  -40
452614, 4024639535, "2097/7/14 11:25:35",  -128,  90,  1010,  -4,  5,  -4,  -26,  19,  -41
452814, 4024639535, "2097/7/14 11:25:35",  -106,  49,  1026,  -5,  4,  -6,  -27,  21,  -41
453014, 4024639535, "2097/7/14 11:25:35",  -187,  58,  995,  -5,  -1,  -5,  -26,  22,  -40
453214, 4024639535, "2097/7/14 11:25:35",  -189,  13,  970,  0,  -3,  -3,  -26,  20,  -41
453414, 4024639536, "2097/7/14 11:25:36",  -128,  17,  968,  5,  -6,  -2,  -27,  22,  -39
453614, 4024639536, "2097/7/14 11:25:36",  -186,  46,  952,  7,  -10,  -1,  -27,  20,  -39
453814, 4024639536, "2097/7/14 11:25:36",  -168,  51,  1006,  6,  -5,  -1,  -29,  17,  -39
454014, 4024639536, "2097/7/14 11:25:36",  -74,  50,  1010,  3,  -2,  -2,  -31,  17,  -40
454214, 4024639536, "2097/7/14 11:25:36",  -108,  69,  1026,  -2,  0,  -3,  -29,  18,  -38
454414, 4024639537, "2097/7/14 11:25:37",  -188,  78,  980,  -8,  3,  -4,  -28,  18,  -40
454614, 4024639537, "2097/7/14 11:25:37",  -166,  29,  1000,  -8,  6,  -4,  -27,  18,  -40
454814, 4024639537, "2097/7/14 11:25:37",  -138,  49,  1004,  -5,  4,  -4,  -28,  19,  -41
455014, 4024639537, "2097/7/14 11:25:37",  -115,  17,  1013,  1,  -1,  -3,  -26,  19,  -40
455214, 4024639537, "2097/7/14 11:25:37",  -177,  45,  980,  4,  0,  -2,  -27,  19,  -42
455414, 4024639538, "2097/7/14 11:25:38",  -146,  25,  1026,  6,  0,  -3,  -28,  18,  -40
455614, 4024639538, "2097/7/14 11:25:38",  -93,  72,  1023,  5,  -1,  -4,  -28,  18,  -38
455814, 4024639538, "2097/7/14 11:25:38",  -175,  117,  992,  -1,  -2,  -4,  -29,  16,  -41
456014, 4024639538, "2097/7/14 11:25:38",  -165,  67,  994,  -6,  0,  -4,  -27,  18,  -39
456214, 4024639538, "2097/7/14 11:25:38",  -123,  70,  1034,  -5,  1,  -5,  -27,  17,  -41
456414, 4024639539, "2097/7/14 11:25:39",  -124,  41,  1020,  -3,  -3,  -4,  -28,  18,  -38
456614, 4024639539, "2097/7/14 11:25:39",  -167,  32,  966,  1,  -3,  -2,  -27,  18,  -40
456814, 4024639539, "2097/7/14 11:25:39",  -130,  -9,  958,  8,  -3,  -1,  -28,  17,  -41
457014, 4024639539, "2097/7/14 11:25:39",  -173,  55,  916,  11,  -7,  -1,  -26,  17,  -39
457214, 4024639539, "2097/7/14 11:25:39",  -140,  119,  924,  7,  -2,  -2,  -30,  15,  -38
457414, 4024639540, "2097/7/14 11:25:40",  -56,  93,  985,  1,  -1,  -4,  -29,  13,  -39
457614, 4024639540, "2097/7/14 11:25:40",  -99,  63,  995,  -6,  1,  -5,  -32,  14,  -40
457814, 4024639540, "2097/7/14 11:25:40",  -188,  64,  975,  -8,  3,  -6,  -29,  14,  -40
458014, 4024639540, "2097/7/14 11:25:40",  -154,  51,  1020,  -6,  6,  -6,  -29,  15,  -41
458214, 4024639540, "2097/7/14 11:25:40",  -98,  42,  1038,  -3,  5,  -6,  -28,  15,  -40
458414, 4024639541, "2097/7/14 11:25:41",  -73,  3,  1046,  4,  1,  -5,  -27,  13,  -40
458614, 4024639541, "2097/7/14 11:25:41",  -125,  61,  970,  6,  -4,  -5,  -26,  14,  -42
